Family,Genus,Species,verbatimSpecies,WS_L_Fem,WS_U_Fem,WS_L_Mal,WS_U_Mal,WS_L,WS_U,FW_L_Fem,FW_U_Fem,FW_L_Mal,FW_U_Mal,FW_L,FW_U,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,FlightDuration,DiapauseStage,Voltinism,OvipositionStyle,CanopyAffinity,EdgeAffinity,MoistureAffinity,DisturbanceAffinity,NumberOfHostplantFamilies,SoleHostplantFamily,PrimaryHostplantFamily,SecondaryHostplantFamily,EqualHostplantFamily,NumberOfHostplantAccounts,DateCreated
Riodinidae,Lasaia,Lasaia sessilis,Lasaia sessilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,1.6,0,1,0,1,0,1,1,1,1,0,1,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Riodinidae,Lasaia,Lasaia sula,Lasaia sula,NA,NA,NA,NA,2.2,3,NA,NA,NA,NA,1.45,1.55,0,1,0,1,1,1,1,1,0,0,1,1,8,NA,NA,NA,Canopy generalist,Edge-associated (strong),Xeric-associated (strong),Disturbance-associated (strong),1,Fabaceae,,,,1,3/9/2022 15:23
Riodinidae,Laxita,Laxita teneta,Laxita teneta,1.5,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Riodinidae,Laxita,Laxita thuisto,Laxita thuisto,NA,NA,NA,NA,3.5,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Riodinidae,Lemonias,Lemonias albofasciata,Lemonias albofasciata,NA,NA,NA,NA,2.2,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canopy generalist,NA,Xeric-associated (strong),NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Riodinidae,Lemonias,Lemonias egaensis,Lemonias egaensis,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Riodinidae,Lemonias,Lemonias ochracea,Lemonias ochracea,NA,NA,NA,NA,3,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Edge associated,NA,Mesic-associated (strong),NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Riodinidae,Lemonias,Lemonias sontella,Lemonias sontella,NA,NA,NA,NA,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Riodinidae,Lemonias,Lemonias stalachtioides,Lemonias stalachtioides,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Riodinidae,Lemonias,Lemonias theodora,Lemonias theodora,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Riodinidae,Lemonias,Lemonias zygia,Lemonias zygia,NA,NA,NA,NA,NA,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Riodinidae,Leucochimona,Leucochimona hyphea,Leucochimona hyphea,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Riodinidae,Leucochimona,Leucochimona icare,Leucochimona icare,NA,NA,NA,NA,2.4,2.933333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed canopy (open affinity),Edge-associated (strong),NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Riodinidae,Leucochimona,Leucochimona lagora,Leucochimona lagora,NA,NA,NA,NA,NA,2.9,NA,NA,NA,NA,1.6,1.7,1,1,1,1,1,1,1,1,1,1,1,0,11,NA,NA,NA,Closed canopy,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Riodinidae,Leucochimona,Leucochimona lepida,Leucochimona lepida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1.7,1,1,1,1,0,1,1,0,1,0,1,0,8,NA,NA,NA,Closed canopy,NA,NA,NA,1,Rubiaceae,,,,1,3/9/2022 15:23
Riodinidae,Leucochimona,Leucochimona matisca,Leucochimona matisca,NA,NA,NA,NA,NA,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Riodinidae,Leucochimona,Leucochimona vestalis,Leucochimona vestalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1.8,0,1,0,1,1,1,0,0,0,0,0,0,4,NA,NA,S,Closed canopy,NA,NA,NA,1,Rubiaceae,,,,1,3/9/2022 15:23
Riodinidae,Livendula,Livendula aminias,Livendula aminias,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Riodinidae,Livendula,Livendula aristus,Livendula aristus,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Riodinidae,Livendula,Livendula balista,Livendula balista,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Riodinidae,Livendula,Livendula epixanthe,Livendula epixanthe,NA,NA,NA,NA,NA,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Riodinidae,Livendula,Livendula huebneri,Livendula huebneri,NA,NA,NA,NA,NA,3.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Riodinidae,Livendula,Livendula leucocyana,Livendula leucocyana,NA,NA,NA,NA,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Riodinidae,Livendula,Livendula leucophaea,Livendula leucophaea,NA,NA,NA,NA,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Riodinidae,Livendula,Livendula pauxilla,Livendula pauxilla,NA,NA,NA,NA,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Riodinidae,Livendula,Livendula violacea,Livendula violacea,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Riodinidae,Lyropteryx,Lyropteryx apollonia,Lyropteryx apollonia,NA,NA,NA,NA,NA,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Riodinidae,Lyropteryx,Lyropteryx diadocis,Lyropteryx diadocis,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Riodinidae,Lyropteryx,Lyropteryx lyra,Lyropteryx lyra,NA,NA,NA,NA,NA,5.4,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,1,1,1,1,1,1,11,NA,NA,NA,Closed canopy,Edge-associated (strong),Mesic-associated (strong),NA,1,Vochysiaceae,,,,1,3/9/2022 15:23
Riodinidae,Lyropteryx,Lyropteryx terpsichore,Lyropteryx terpsichore,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Riodinidae,Melanis,Melanis aegates,Melanis aegates,NA,NA,NA,NA,3.4,4.166666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Closed canopy,Edge-associated (strong),Mesic-associated (strong),NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Riodinidae,Melanis,Melanis alena,Melanis alena,NA,NA,NA,NA,NA,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Riodinidae,Melanis,Melanis boyi,Melanis boyi,NA,NA,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Riodinidae,Melanis,Melanis caatingensis,Melanis caatingensis,NA,NA,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Riodinidae,Melanis,Melanis cephise,Melanis cephise,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,12,NA,M,NA,Edge associated,Edge-associated (strong),NA,NA,1,Fabaceae,,,,1,3/9/2022 15:23
Riodinidae,Melanis,Melanis cinaron,Melanis cinaron,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Riodinidae,Melanis,Melanis electron,Melanis electron,NA,NA,NA,NA,NA,4.3,NA,NA,NA,NA,2.1,2.3,0,1,1,1,0,0,1,1,1,1,0,1,8,NA,NA,NA,Mixed canopy (closed affinity),NA,Mesic-associated (strong),Disturbance-associated (strong),1,Fabaceae,,,,1,3/9/2022 15:23
Riodinidae,Melanis,Melanis herminae,Melanis herminae,NA,NA,NA,NA,NA,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Riodinidae,Melanis,Melanis hillapana,Melanis hillapana,NA,NA,NA,NA,3.5,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Edge associated,Edge-associated (strong),Mesic-associated (strong),NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Riodinidae,Melanis,Melanis lioba,Melanis lioba,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Riodinidae,Melanis,Melanis lycea,Melanis lycea,NA,NA,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Riodinidae,Melanis,Melanis marathon,Melanis marathon,NA,NA,NA,NA,3.6,4.133333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Open canopy,Edge-associated (strong),Mesic-associated (strong),Disturbance-associated (strong),NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Riodinidae,Melanis,Melanis melandra,Melanis melandra,NA,NA,NA,NA,NA,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Riodinidae,Melanis,Melanis melaniae,Melanis melaniae,NA,NA,NA,NA,NA,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Riodinidae,Melanis,Melanis opites,Melanis opites,NA,NA,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Riodinidae,Melanis,Melanis pixe,Melanis pixe,NA,NA,NA,NA,3.7,4.6,NA,NA,NA,NA,2.1,2.4,1,1,1,1,1,1,1,1,1,1,1,1,12,NA,NA,C,Canopy generalist,NA,Mesic-associated (strong),Disturbance-associated (strong),1,Fabaceae,,,,2,3/9/2022 15:23
Riodinidae,Melanis,Melanis seleukia,Melanis seleukia,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Riodinidae,Melanis,Melanis smithiae,Melanis smithiae,NA,NA,NA,NA,3.4,4.466666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed canopy (open affinity),Edge-associated (strong),Mesic-associated (strong),NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Riodinidae,Melanis,Melanis unxia,Melanis unxia,NA,NA,NA,NA,NA,4.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Riodinidae,Melanis,Melanis volusia,Melanis volusia,NA,NA,NA,NA,NA,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Riodinidae,Melanis,Melanis xenia,Melanis xenia,NA,NA,NA,NA,4,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Edge-associated (strong),NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Riodinidae,Melanis,Melanis yeda,Melanis yeda,NA,NA,NA,NA,NA,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Riodinidae,Mesene,Mesene celetes,Mesene celetes,NA,NA,NA,NA,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Riodinidae,Mesene,Mesene croceella,Mesene croceella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,1.4,0,0,0,0,0,0,1,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Riodinidae,Mesene,Mesene cyneas,Mesene cyneas,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Riodinidae,Mesene,Mesene epaphus,Mesene epaphus,NA,NA,NA,NA,1.9,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed canopy (open affinity),Edge-associated (strong),NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Riodinidae,Mesene,Mesene florus,Mesene florus,NA,NA,NA,NA,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Riodinidae,Mesene,Mesene lecointrei,Mesene lecointrei,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Riodinidae,Mesene,Mesene leucophrys,Mesene leucophrys,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Riodinidae,Mesene,Mesene margaretta,Mesene margaretta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.35,1.45,0,0,1,1,1,1,1,1,0,0,0,0,6,NA,NA,NA,Closed canopy,Edge-associated (strong),Mesic-associated (strong),NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Riodinidae,Mesene,Mesene monostigma,Mesene monostigma,NA,NA,NA,NA,2,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed canopy (open affinity),Edge-associated (strong),NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Riodinidae,Mesene,Mesene mygdon,Mesene mygdon,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,1.4,1.6,0,1,1,0,0,1,0,1,1,0,0,0,5,NA,NA,NA,Closed canopy,NA,Mesic-associated (strong),NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Riodinidae,Mesene,Mesene nepticula,Mesene nepticula,NA,NA,NA,NA,NA,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Riodinidae,Mesene,Mesene nola,Mesene nola,NA,NA,NA,NA,NA,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Riodinidae,Mesene,Mesene paraena,Mesene paraena,NA,NA,NA,NA,NA,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Riodinidae,Mesene,Mesene phareus,Mesene phareus,NA,NA,NA,NA,NA,2.61125,NA,NA,NA,NA,1.3,1.4,1,1,1,0,1,1,1,1,1,0,0,0,8,NA,NA,NA,Mixed canopy (closed affinity),Edge-associated (strong),Mesic-associated (strong),Disturbance-associated (strong),2,,Sapindaceae,Fabaceae,Yes,1,3/9/2022 15:23
Riodinidae,Mesene,Mesene philonis,Mesene philonis,NA,NA,NA,NA,NA,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Riodinidae,Mesene,Mesene pyrippe,Mesene pyrippe,NA,NA,NA,NA,1.8,2.633333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Riodinidae,Mesene,Mesene silaris,Mesene silaris,NA,NA,NA,NA,NA,2.6,NA,NA,NA,NA,1.2,1.35,0,0,0,1,1,1,1,0,0,1,0,0,5,NA,NA,NA,Closed canopy,Edge-associated (strong),Mesic-associated (strong),NA,1,Violaceae,,,,1,3/9/2022 15:23
Riodinidae,Mesene,Mesene simplex,Mesene simplex,NA,NA,NA,NA,NA,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Riodinidae,Mesene,Mesene veleda,Mesene veleda,NA,NA,NA,NA,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Riodinidae,Mesenopsis,Mesenopsis albivitta,Mesenopsis albivitta,NA,NA,NA,NA,NA,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Riodinidae,Mesenopsis,Mesenopsis bryaxis,Mesenopsis bryaxis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,2.3,0,0,1,1,0,1,1,1,1,0,0,0,6,NA,NA,NA,Closed canopy,Edge-associated (strong),Mesic-associated (strong),NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Riodinidae,Mesenopsis,Mesenopsis jordana,Mesenopsis jordana,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Riodinidae,Mesenopsis,Mesenopsis melanochlora,Mesenopsis melanochlora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1.8,0,0,1,0,0,1,0,1,1,0,0,0,4,NA,NA,S,Closed canopy,Edge-associated (strong),Mesic-associated (strong),NA,1,Melastomataceae,,,,1,3/9/2022 15:23
Riodinidae,Mesenopsis,Mesenopsis pulchella,Mesenopsis pulchella,NA,NA,NA,NA,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Riodinidae,Mesophthalma,Mesophthalma idotea,Mesophthalma idotea,NA,NA,NA,NA,NA,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Riodinidae,Mesosemia,Mesosemia acuta,Mesosemia acuta,NA,NA,NA,NA,NA,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Riodinidae,Mesosemia,Mesosemia albipuncta,Mesosemia albipuncta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,0,1,1,1,0,1,0,0,1,1,0,0,6,NA,NA,NA,Closed canopy,NA,Mesic-associated (strong),NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Riodinidae,Mesosemia,Mesosemia antaerice,Mesosemia antaerice,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Riodinidae,Mesosemia,Mesosemia araeostyla,Mesosemia araeostyla,NA,NA,NA,NA,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Riodinidae,Mesosemia,Mesosemia asa,Mesosemia asa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.05,2.15,1,1,1,1,0,1,1,1,1,1,0,1,10,NA,NA,S,Closed canopy,NA,NA,NA,1,Rubiaceae,,,,1,3/9/2022 15:23
Riodinidae,Mesosemia,Mesosemia bahia,Mesosemia bahia,NA,NA,NA,NA,NA,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Riodinidae,Mesosemia,Mesosemia bella,Mesosemia bella,NA,NA,NA,NA,NA,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Riodinidae,Mesosemia,Mesosemia carissima,Mesosemia carissima,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,1.95,1,1,1,1,1,0,1,1,1,1,1,1,11,NA,NA,NA,Closed canopy,NA,Mesic-associated (strong),NA,1,Rubiaceae,,,,1,3/9/2022 15:23
